id,year,gender,place,state,stateClass,indiaClass,area,areaClass
4301,2016,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
4301,2017,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
145,1958,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
3056,2006,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
3762,2011,Female,Karnataka,Karnataka,karnataka,india,Social Work,social-work
1107,1972,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
709,1969,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
213,1959,Female,Karnataka,Karnataka,karnataka,india,Social Work,social-work
1184,1973,Female,Karnataka,Karnataka,karnataka,india,Social Work,social-work
2198,1991,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
3086,2006,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
667,1968,Female,Karnataka,Karnataka,karnataka,india,Social Work,social-work
281,1961,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
3368,2008,Male,Karnataka,Karnataka,karnataka,india,Social Work,social-work
1050,1972,Female,Karnataka,Karnataka,karnataka,india,Social Work,social-work
4227,2016,Male,Karnataka,Karnataka,karnataka,india,Spiritualism,spiritualism
4227,2017,Male,Karnataka,Karnataka,karnataka,india,Spiritualism,spiritualism
3002,2005,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
1076,1972,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
816,1970,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
945,1971,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
4081,2014,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
3951,2013,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
2646,2001,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
2624,2001,Female,Karnataka,Karnataka,karnataka,india,Sports,sports
3494,2009,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
2927,2004,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
3898,2013,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
581,1967,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
1594,1982,Male,Karnataka,Karnataka,karnataka,india,Sports,sports
2966,2005,Male,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
3648,2011,Male,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
1974,1989,Female,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
3265,2008,Male,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
2534,2000,Male,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
2195,1991,Male,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
3671,2011,Male,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
4207,2015,Male,Karnataka,Karnataka,karnataka,india,Trade and Industry,trade-industry
4251,2016,Male,Karnataka,Karnataka,karnataka,india,Yoga,yoga
4251,2017,Male,Karnataka,Karnataka,karnataka,india,Yoga,yoga
4308,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Advertising & Communications,advertising-communications
4308,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Advertising & Communications,advertising-communications
4317,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Agriculture,agriculture
4317,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Agriculture,agriculture
4235,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Architecture,architecture
4235,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Architecture,architecture
2905,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3059,2006,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2815,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3541,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
808,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3075,2006,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
404,1964,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3506,2009,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4287,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4287,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3542,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3469,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2526,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
878,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1715,1984,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2578,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4115,2015,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2297,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3838,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2906,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4234,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4234,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3943,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2285,1992,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3258,2008,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2431,1999,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
324,1962,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3228,2007,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
810,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
305,1962,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2582,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2417,1999,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3377,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1079,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1760,1985,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2564,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3947,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3595,2010,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2240,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
855,1970,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2904,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2816,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2717,2002,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
719,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2583,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3796,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
663,1968,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
817,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
165,1958,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1454,1976,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1584,1982,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2213,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3076,2006,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1355,1975,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2730,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2859,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2477,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2242,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3508,2009,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2540,2000,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
790,1970,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3455,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2557,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1089,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2677,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1574,1982,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2456,1999,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2774,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4134,2015,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
641,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2478,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1347,1975,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2018,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2457,1999,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2337,1992,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3972,2013,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1500,1977,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1935,1988,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3738,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3757,2011,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2313,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2028,1990,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3889,2013,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
824,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
274,1961,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1962,1989,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3362,2008,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
701,1969,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1570,1982,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3669,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
728,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1874,1987,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2663,2002,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1473,1977,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
572,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
891,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2387,1998,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3486,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
681,1969,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2416,1999,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2548,2001,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
647,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1361,1975,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4302,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4302,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3374,2008,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3913,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1100,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2208,1991,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1301,1974,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
957,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2322,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2107,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
369,1963,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1251,1974,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2126,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4122,2015,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2033,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4110,2014,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3955,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1660,1983,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2115,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
714,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
395,1964,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1802,1985,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2778,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2251,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2019,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1305,1974,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2080,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2657,2001,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3119,2006,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1475,1977,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4091,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3989,2014,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1452,1976,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3454,2009,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2666,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2041,1990,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3495,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2586,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4198,2015,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
837,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4274,2016,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4274,2017,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2926,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2026,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
839,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3899,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2841,2003,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1416,1976,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2944,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2116,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4094,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2517,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3963,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
904,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2948,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
970,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4202,2015,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3596,2010,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1706,1984,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1850,1986,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2832,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3750,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3052,2006,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3630,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4204,2015,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2450,1999,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
580,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2808,2003,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3858,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3674,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3781,2012,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1949,1988,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3018,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3859,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3416,2009,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
658,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2219,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3675,2011,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3256,2007,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2538,2000,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4206,2015,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2162,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2552,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2688,2002,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3557,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1442,1976,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2128,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1223,1973,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1783,1985,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4046,2014,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3979,2013,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1264,1974,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3980,2013,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
733,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2470,1999,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3560,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3767,2011,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
661,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3925,2013,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3705,2011,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2254,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3367,2008,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4275,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4275,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3179,2007,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
865,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3505,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4241,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4241,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3864,2012,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
584,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1128,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4048,2014,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
4049,2014,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1688,1984,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1907,1987,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
412,1964,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1025,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1071,1972,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3683,2011,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
3877,2012,Female,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2957,2005,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
2687,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Arts,arts
1601,1982,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
182,1959,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1031,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1837,1986,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1967,1989,Female,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
39,1954,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1862,1987,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1165,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
3380,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
670,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
71,1955,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1529,1981,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1832,1986,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1236,1974,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1088,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
484,1966,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1315,1975,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1024,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
133,1957,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1869,1987,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
2106,1991,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
77,1955,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1102,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
782,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1801,1985,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
373,1963,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
427,1965,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
3525,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1205,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1206,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
2027,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1872,1987,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
402,1964,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1486,1977,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
607,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
37,1954,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1215,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
516,1966,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
866,1971,Female,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1415,1976,Female,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1220,1973,Male,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
1225,1973,Female,Maharashtra,Maharashtra,maharashtra,india,Civil Service,civil-service
4272,2016,Male,Maharashtra,Maharashtra,maharashtra,india,Culinary,culinary
4272,2017,Male,Maharashtra,Maharashtra,maharashtra,india,Culinary,culinary
877,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
382,1964,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
561,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
450,1965,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1274,1974,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
253,1961,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3601,2010,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2692,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
935,1971,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1892,1987,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2908,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
634,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2057,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2671,2002,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1829,1986,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1221,1973,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2060,1990,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
536,1967,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
638,1968,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1085,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
53,1955,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3127,2006,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
721,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1721,1984,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
119,1957,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2223,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2306,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1387,1976,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1002,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1447,1976,Female,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3174,2007,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1247,1974,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1609,1983,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2640,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1037,1972,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2642,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2643,2001,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
688,1969,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
826,1970,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
3419,2009,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
1396,1976,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2225,1992,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
2857,2004,Male,Maharashtra,Maharashtra,maharashtra,india,Literature and Education,literature-education
